Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
2006-03-08,3.363,4.51,5.5,7.5
2006-03-09,3.363,4.51,5.5,7.5
2006-03-10,3.363,4.51,5.5,7.5
2006-03-11,3.363,4.51,5.5,7.5
2006-03-12,3.363,4.51,5.5,7.5
2006-03-13,3.363,4.52,5.5,7.5
2006-03-14,3.363,4.51,5.5,7.5
2006-03-15,3.363,4.47,5.5,7.5
2006-03-16,3.363,4.55,5.5,7.5
2006-03-17,3.363,4.6,5.5,7.5
2006-03-18,3.363,4.6,5.5,7.5
2006-03-19,3.363,4.6,5.5,7.5
2006-03-20,3.363,4.55,5.5,7.5
2006-03-21,3.363,4.54,5.5,7.5
2006-03-22,3.363,4.58,5.5,7.5
2006-03-23,3.363,4.64,5.5,7.5
2006-03-24,3.363,4.69,5.5,7.5
2006-03-25,3.363,4.69,5.5,7.5
2006-03-26,3.363,4.69,5.5,7.5
2006-03-27,3.363,4.77,5.5,7.5
2006-03-28,3.363,4.7,5.75,7.75
2006-03-29,3.363,4.69,5.75,7.75
2006-03-30,3.363,4.76,5.75,7.75
2006-03-31,3.363,5.0,5.75,7.75
2006-04-01,3.546,5.0,5.75,7.75
2006-04-02,3.546,5.0,5.75,7.75
2006-04-03,3.546,4.87,5.75,7.75
2006-04-04,3.546,4.76,5.75,7.75
2006-04-05,3.546,4.76,5.75,7.75
2006-04-06,3.546,4.76,5.75,7.75
2006-04-07,3.546,4.76,5.75,7.75
2006-04-08,3.546,4.76,5.75,7.75
2006-04-09,3.546,4.76,5.75,7.75
2006-04-10,3.546,4.78,5.75,7.75
2006-04-11,3.546,4.74,5.75,7.75
2006-04-12,3.546,4.78,5.75,7.75
2006-04-13,3.546,4.82,5.75,7.75
2006-04-14,3.546,4.8,5.75,7.75
2006-04-15,3.546,4.8,5.75,7.75
2006-04-16,3.546,4.8,5.75,7.75
2006-04-17,3.546,4.78,5.75,7.75
2006-04-18,3.546,4.72,5.75,7.75
2006-04-19,3.546,4.7,5.75,7.75
2006-04-20,3.546,4.73,5.75,7.75
2006-04-21,3.546,4.74,5.75,7.75
2006-04-22,3.546,4.74,5.75,7.75
2006-04-23,3.546,4.74,5.75,7.75
2006-04-24,3.546,4.77,5.75,7.75
2006-04-25,3.546,4.74,5.75,7.75
2006-04-26,3.546,4.73,5.75,7.75
2006-04-27,3.546,4.79,5.75,7.75
2006-04-28,3.546,4.86,5.75,7.75
2006-04-29,3.546,4.86,5.75,7.75
2006-04-30,3.546,4.86,5.75,7.75
2006-05-01,4.167,4.84,5.75,7.75
2006-05-02,4.167,4.79,5.75,7.75
2006-05-03,4.167,4.81,5.75,7.75
2006-05-04,4.167,4.83,5.75,7.75
2006-05-05,4.167,4.83,5.75,7.75
2006-05-06,4.167,4.83,5.75,7.75
2006-05-07,4.167,4.83,5.75,7.75
2006-05-08,4.167,4.88,5.75,7.75
2006-05-09,4.167,4.78,5.75,7.75
2006-05-10,4.167,4.88,6.0,8.0
2006-05-11,4.167,4.99,6.0,8.0
2006-05-12,4.167,5.01,6.0,8.0
2006-05-13,4.167,5.01,6.0,8.0
2006-05-14,4.167,5.01,6.0,8.0
2006-05-15,4.167,5.01,6.0,8.0
2006-05-16,4.167,4.98,6.0,8.0
2006-05-17,4.167,4.96,6.0,8.0
2006-05-18,4.167,5.0,6.0,8.0
2006-05-19,4.167,5.0,6.0,8.0
2006-05-20,4.167,5.0,6.0,8.0
2006-05-21,4.167,5.0,6.0,8.0
2006-05-22,4.167,5.0,6.0,8.0
2006-05-23,4.167,4.94,6.0,8.0
2006-05-24,4.167,4.9,6.0,8.0
2006-05-25,4.167,5.01,6.0,8.0
2006-05-26,4.167,4.99,6.0,8.0
2006-05-27,4.167,4.99,6.0,8.0
2006-05-28,4.167,4.99,6.0,8.0
2006-05-29,4.167,4.99,6.0,8.0
2006-05-30,4.167,5.02,6.0,8.0
2006-05-31,4.167,5.05,6.0,8.0
2006-06-01,4.319,5.02,6.0,8.0
2006-06-02,4.319,4.97,6.0,8.0
2006-06-03,4.319,4.97,6.0,8.0
2006-06-04,4.319,4.97,6.0,8.0
2006-06-05,4.319,5.01,6.0,8.0
2006-06-06,4.319,4.99,6.0,8.0
2006-06-07,4.319,4.99,6.0,8.0
2006-06-08,4.319,5.02,6.0,8.0
2006-06-09,4.319,5.0,6.0,8.0
2006-06-10,4.319,5.0,6.0,8.0
2006-06-11,4.319,5.0,6.0,8.0
2006-06-12,4.319,5.01,6.0,8.0
2006-06-13,4.319,5.0,6.0,8.0
2006-06-14,4.319,5.0,6.0,8.0
2006-06-15,4.319,5.02,6.0,8.0
2006-06-16,4.319,4.94,6.0,8.0
2006-06-17,4.319,4.94,6.0,8.0
2006-06-18,4.319,4.94,6.0,8.0
2006-06-19,4.319,4.95,6.0,8.0
2006-06-20,4.319,4.92,6.0,8.0
2006-06-21,4.319,4.91,6.0,8.0
2006-06-22,4.319,4.98,6.0,8.0
2006-06-23,4.319,4.98,6.0,8.0
2006-06-24,4.319,4.98,6.0,8.0
2006-06-25,4.319,4.98,6.0,8.0
2006-06-26,4.319,5.03,6.0,8.0
2006-06-27,4.319,5.02,6.0,8.0
2006-06-28,4.319,5.06,6.0,8.0
2006-06-29,4.319,5.08,6.25,8.25
2006-06-30,4.319,5.05,6.25,8.25
2006-07-01,4.145,5.05,6.25,8.25
2006-07-02,4.145,5.05,6.25,8.25
2006-07-03,4.145,5.25,6.25,8.25
2006-07-04,4.145,5.25,6.25,8.25
2006-07-05,4.145,5.25,6.25,8.25
2006-07-06,4.145,5.24,6.25,8.25
2006-07-07,4.145,5.22,6.25,8.25
2006-07-08,4.145,5.22,6.25,8.25
2006-07-09,4.145,5.22,6.25,8.25
2006-07-10,4.145,5.24,6.25,8.25
2006-07-11,4.145,5.25,6.25,8.25
2006-07-12,4.145,5.27,6.25,8.25
2006-07-13,4.145,5.26,6.25,8.25
2006-07-14,4.145,5.26,6.25,8.25
2006-07-15,4.145,5.26,6.25,8.25
2006-07-16,4.145,5.26,6.25,8.25
2006-07-17,4.145,5.28,6.25,8.25
2006-07-18,4.145,5.22,6.25,8.25
2006-07-19,4.145,5.23,6.25,8.25
2006-07-20,4.145,5.24,6.25,8.25
2006-07-21,4.145,5.23,6.25,8.25
2006-07-22,4.145,5.23,6.25,8.25
2006-07-23,4.145,5.23,6.25,8.25
2006-07-24,4.145,5.24,6.25,8.25
2006-07-25,4.145,5.24,6.25,8.25
2006-07-26,4.145,5.24,6.25,8.25
2006-07-27,4.145,5.27,6.25,8.25
2006-07-28,4.145,5.26,6.25,8.25
2006-07-29,4.145,5.26,6.25,8.25
2006-07-30,4.145,5.26,6.25,8.25
2006-07-31,4.145,5.31,6.25,8.25
2006-08-01,3.819,5.27,6.25,8.25
2006-08-02,3.819,5.25,6.25,8.25
2006-08-03,3.819,5.27,6.25,8.25
2006-08-04,3.819,5.25,6.25,8.25
2006-08-05,3.819,5.25,6.25,8.25
2006-08-06,3.819,5.25,6.25,8.25
2006-08-07,3.819,5.24,6.25,8.25
2006-08-08,3.819,5.26,6.25,8.25
2006-08-09,3.819,5.25,6.25,8.25
2006-08-10,3.819,5.24,6.25,8.25
2006-08-11,3.819,5.24,6.25,8.25
2006-08-12,3.819,5.24,6.25,8.25
2006-08-13,3.819,5.24,6.25,8.25
2006-08-14,3.819,5.26,6.25,8.25
2006-08-15,3.819,5.24,6.25,8.25
2006-08-16,3.819,5.17,6.25,8.25
2006-08-17,3.819,5.2,6.25,8.25
2006-08-18,3.819,5.25,6.25,8.25
2006-08-19,3.819,5.25,6.25,8.25
2006-08-20,3.819,5.25,6.25,8.25
2006-08-21,3.819,5.24,6.25,8.25
2006-08-22,3.819,5.24,6.25,8.25
2006-08-23,3.819,5.25,6.25,8.25
2006-08-24,3.819,5.25,6.25,8.25
2006-08-25,3.819,5.25,6.25,8.25
2006-08-26,3.819,5.25,6.25,8.25
2006-08-27,3.819,5.25,6.25,8.25
2006-08-28,3.819,5.25,6.25,8.25
2006-08-29,3.819,5.23,6.25,8.25
2006-08-30,3.819,5.25,6.25,8.25
2006-08-31,3.819,5.31,6.25,8.25
2006-09-01,2.062,5.25,6.25,8.25
2006-09-02,2.062,5.25,6.25,8.25
2006-09-03,2.062,5.25,6.25,8.25
2006-09-04,2.062,5.25,6.25,8.25
2006-09-05,2.062,5.26,6.25,8.25
2006-09-06,2.062,5.21,6.25,8.25
2006-09-07,2.062,5.23,6.25,8.25
2006-09-08,2.062,5.23,6.25,8.25
2006-09-09,2.062,5.23,6.25,8.25
2006-09-10,2.062,5.23,6.25,8.25
2006-09-11,2.062,5.24,6.25,8.25
2006-09-12,2.062,5.21,6.25,8.25
2006-09-13,2.062,5.26,6.25,8.25
2006-09-14,2.062,5.26,6.25,8.25
2006-09-15,2.062,5.25,6.25,8.25
2006-09-16,2.062,5.25,6.25,8.25
2006-09-17,2.062,5.25,6.25,8.25
2006-09-18,2.062,5.23,6.25,8.25
2006-09-19,2.062,5.21,6.25,8.25
2006-09-20,2.062,5.23,6.25,8.25
2006-09-21,2.062,5.24,6.25,8.25
2006-09-22,2.062,5.27,6.25,8.25
2006-09-23,2.062,5.27,6.25,8.25
2006-09-24,2.062,5.27,6.25,8.25
2006-09-25,2.062,5.3,6.25,8.25
2006-09-26,2.062,5.25,6.25,8.25
2006-09-27,2.062,5.3,6.25,8.25
2006-09-28,2.062,5.28,6.25,8.25
2006-09-29,2.062,5.34,6.25,8.25
2006-09-30,2.062,5.34,6.25,8.25
2006-10-01,1.305,5.34,6.25,8.25
2006-10-02,1.305,5.33,6.25,8.25
2006-10-03,1.305,5.25,6.25,8.25
2006-10-04,1.305,5.23,6.25,8.25
2006-10-05,1.305,5.23,6.25,8.25
2006-10-06,1.305,5.22,6.25,8.25
2006-10-07,1.305,5.22,6.25,8.25
2006-10-08,1.305,5.22,6.25,8.25
2006-10-09,1.305,5.22,6.25,8.25
2006-10-10,1.305,5.28,6.25,8.25
2006-10-11,1.305,5.25,6.25,8.25
2006-10-12,1.305,5.25,6.25,8.25
2006-10-13,1.305,5.21,6.25,8.25
2006-10-14,1.305,5.21,6.25,8.25
2006-10-15,1.305,5.21,6.25,8.25
2006-10-16,1.305,5.28,6.25,8.25
2006-10-17,1.305,5.21,6.25,8.25
2006-10-18,1.305,5.23,6.25,8.25
2006-10-19,1.305,5.22,6.25,8.25
2006-10-20,1.305,5.25,6.25,8.25
2006-10-21,1.305,5.25,6.25,8.25
2006-10-22,1.305,5.25,6.25,8.25
2006-10-23,1.305,5.24,6.25,8.25
2006-10-24,1.305,5.24,6.25,8.25
2006-10-25,1.305,5.26,6.25,8.25
2006-10-26,1.305,5.23,6.25,8.25
2006-10-27,1.305,5.23,6.25,8.25
2006-10-28,1.305,5.23,6.25,8.25
2006-10-29,1.305,5.23,6.25,8.25
2006-10-30,1.305,5.27,6.25,8.25
2006-10-31,1.305,5.31,6.25,8.25
2006-11-01,1.974,5.23,6.25,8.25
2006-11-02,1.974,5.22,6.25,8.25
2006-11-03,1.974,5.25,6.25,8.25
2006-11-04,1.974,5.25,6.25,8.25
2006-11-05,1.974,5.25,6.25,8.25
2006-11-06,1.974,5.24,6.25,8.25
2006-11-07,1.974,5.22,6.25,8.25
2006-11-08,1.974,5.22,6.25,8.25
2006-11-09,1.974,5.23,6.25,8.25
2006-11-10,1.974,5.23,6.25,8.25
2006-11-11,1.974,5.23,6.25,8.25
2006-11-12,1.974,5.23,6.25,8.25
2006-11-13,1.974,5.27,6.25,8.25
2006-11-14,1.974,5.25,6.25,8.25
2006-11-15,1.974,5.29,6.25,8.25
2006-11-16,1.974,5.25,6.25,8.25
2006-11-17,1.974,5.2,6.25,8.25
2006-11-18,1.974,5.2,6.25,8.25
2006-11-19,1.974,5.2,6.25,8.25
2006-11-20,1.974,5.25,6.25,8.25
2006-11-21,1.974,5.29,6.25,8.25
2006-11-22,1.974,5.26,6.25,8.25
2006-11-23,1.974,5.26,6.25,8.25
2006-11-24,1.974,5.24,6.25,8.25
2006-11-25,1.974,5.24,6.25,8.25
2006-11-26,1.974,5.24,6.25,8.25
2006-11-27,1.974,5.32,6.25,8.25
2006-11-28,1.974,5.24,6.25,8.25
2006-11-29,1.974,5.26,6.25,8.25
2006-11-30,1.974,5.31,6.25,8.25
2006-12-01,2.541,5.27,6.25,8.25
2006-12-02,2.541,5.27,6.25,8.25
2006-12-03,2.541,5.27,6.25,8.25
2006-12-04,2.541,5.22,6.25,8.25
2006-12-05,2.541,5.21,6.25,8.25
2006-12-06,2.541,5.22,6.25,8.25
2006-12-07,2.541,5.25,6.25,8.25
2006-12-08,2.541,5.25,6.25,8.25
2006-12-09,2.541,5.25,6.25,8.25
2006-12-10,2.541,5.25,6.25,8.25
2006-12-11,2.541,5.25,6.25,8.25
2006-12-12,2.541,5.23,6.25,8.25
2006-12-13,2.541,5.23,6.25,8.25
2006-12-14,2.541,5.29,6.25,8.25
2006-12-15,2.541,5.27,6.25,8.25
2006-12-16,2.541,5.27,6.25,8.25
2006-12-17,2.541,5.27,6.25,8.25
2006-12-18,2.541,5.21,6.25,8.25
2006-12-19,2.541,5.21,6.25,8.25
2006-12-20,2.541,5.26,6.25,8.25
2006-12-21,2.541,5.25,6.25,8.25
2006-12-22,2.541,5.24,6.25,8.25
2006-12-23,2.541,5.24,6.25,8.25
2006-12-24,2.541,5.24,6.25,8.25
2006-12-25,2.541,5.24,6.25,8.25
2006-12-26,2.541,5.29,6.25,8.25
2006-12-27,2.541,5.17,6.25,8.25
2006-12-28,2.541,5.25,6.25,8.25
2006-12-29,2.541,5.17,6.25,8.25
2006-12-30,2.541,5.17,6.25,8.25
2006-12-31,2.541,5.17,6.25,8.25
2007-01-01,2.076,5.17,6.25,8.25
2007-01-02,2.076,5.3,6.25,8.25
2007-01-03,2.076,5.28,6.25,8.25
2007-01-04,2.076,5.24,6.25,8.25
2007-01-05,2.076,5.21,6.25,8.25
2007-01-06,2.076,5.21,6.25,8.25
2007-01-07,2.076,5.21,6.25,8.25
2007-01-08,2.076,5.23,6.25,8.25
2007-01-09,2.076,5.25,6.25,8.25
2007-01-10,2.076,5.26,6.25,8.25
2007-01-11,2.076,5.27,6.25,8.25
2007-01-12,2.076,5.22,6.25,8.25
2007-01-13,2.076,5.22,6.25,8.25
2007-01-14,2.076,5.22,6.25,8.25
2007-01-15,2.076,5.22,6.25,8.25
2007-01-16,2.076,5.28,6.25,8.25
2007-01-17,2.076,5.25,6.25,8.25
2007-01-18,2.076,5.23,6.25,8.25
2007-01-19,2.076,5.25,6.25,8.25
2007-01-20,2.076,5.25,6.25,8.25
2007-01-21,2.076,5.25,6.25,8.25
2007-01-22,2.076,5.24,6.25,8.25
2007-01-23,2.076,5.26,6.25,8.25
2007-01-24,2.076,5.27,6.25,8.25
2007-01-25,2.076,5.31,6.25,8.25
2007-01-26,2.076,5.26,6.25,8.25
2007-01-27,2.076,5.26,6.25,8.25
2007-01-28,2.076,5.26,6.25,8.25
2007-01-29,2.076,5.26,6.25,8.25
2007-01-30,2.076,5.23,6.25,8.25
2007-01-31,2.076,5.33,6.25,8.25
2007-02-01,2.415,5.29,6.25,8.25
2007-02-02,2.415,5.24,6.25,8.25
2007-02-03,2.415,5.24,6.25,8.25
2007-02-04,2.415,5.24,6.25,8.25
2007-02-05,2.415,5.25,6.25,8.25
2007-02-06,2.415,5.24,6.25,8.25
2007-02-07,2.415,5.23,6.25,8.25
2007-02-08,2.415,5.25,6.25,8.25
2007-02-09,2.415,5.25,6.25,8.25
2007-02-10,2.415,5.25,6.25,8.25
2007-02-11,2.415,5.25,6.25,8.25
2007-02-12,2.415,5.28,6.25,8.25
2007-02-13,2.415,5.26,6.25,8.25
2007-02-14,2.415,5.27,6.25,8.25
2007-02-15,2.415,5.29,6.25,8.25
2007-02-16,2.415,5.24,6.25,8.25
2007-02-17,2.415,5.24,6.25,8.25
2007-02-18,2.415,5.24,6.25,8.25
2007-02-19,2.415,5.24,6.25,8.25
2007-02-20,2.415,5.27,6.25,8.25
2007-02-21,2.415,5.23,6.25,8.25
2007-02-22,2.415,5.26,6.25,8.25
2007-02-23,2.415,5.24,6.25,8.25
2007-02-24,2.415,5.24,6.25,8.25
2007-02-25,2.415,5.24,6.25,8.25
2007-02-26,2.415,5.3,6.25,8.25
2007-02-27,2.415,5.27,6.25,8.25
2007-02-28,2.415,5.41,6.25,8.25
2007-03-01,2.779,5.31,6.25,8.25
2007-03-02,2.779,5.23,6.25,8.25
2007-03-03,2.779,5.23,6.25,8.25
2007-03-04,2.779,5.23,6.25,8.25
2007-03-05,2.779,5.27,6.25,8.25
2007-03-06,2.779,5.22,6.25,8.25
2007-03-07,2.779,5.24,6.25,8.25
2007-03-08,2.779,5.24,6.25,8.25
2007-03-09,2.779,5.24,6.25,8.25
2007-03-10,2.779,5.24,6.25,8.25
2007-03-11,2.779,5.24,6.25,8.25
2007-03-12,2.779,5.25,6.25,8.25
2007-03-13,2.779,5.25,6.25,8.25
2007-03-14,2.779,5.27,6.25,8.25
2007-03-15,2.779,5.29,6.25,8.25
2007-03-16,2.779,5.25,6.25,8.25
2007-03-17,2.779,5.25,6.25,8.25
2007-03-18,2.779,5.25,6.25,8.25
2007-03-19,2.779,5.26,6.25,8.25
2007-03-20,2.779,5.26,6.25,8.25
2007-03-21,2.779,5.26,6.25,8.25
2007-03-22,2.779,5.27,6.25,8.25
2007-03-23,2.779,5.24,6.25,8.25
2007-03-24,2.779,5.24,6.25,8.25
2007-03-25,2.779,5.24,6.25,8.25
2007-03-26,2.779,5.28,6.25,8.25
2007-03-27,2.779,5.25,6.25,8.25
2007-03-28,2.779,5.27,6.25,8.25
2007-03-29,2.779,5.29,6.25,8.25
2007-03-30,2.779,5.3,6.25,8.25
2007-03-31,2.779,5.3,6.25,8.25
2007-04-01,2.574,5.3,6.25,8.25
2007-04-02,2.574,5.25,6.25,8.25
2007-04-03,2.574,5.2,6.25,8.25
2007-04-04,2.574,5.21,6.25,8.25
2007-04-05,2.574,5.3,6.25,8.25
2007-04-06,2.574,5.3,6.25,8.25
2007-04-07,2.574,5.3,6.25,8.25
2007-04-08,2.574,5.3,6.25,8.25
2007-04-09,2.574,5.28,6.25,8.25
2007-04-10,2.574,5.26,6.25,8.25
2007-04-11,2.574,5.24,6.25,8.25
2007-04-12,2.574,5.27,6.25,8.25
2007-04-13,2.574,5.25,6.25,8.25
2007-04-14,2.574,5.25,6.25,8.25
2007-04-15,2.574,5.25,6.25,8.25
2007-04-16,2.574,5.29,6.25,8.25
2007-04-17,2.574,5.2,6.25,8.25
2007-04-18,2.574,5.19,6.25,8.25
2007-04-19,2.574,5.23,6.25,8.25
2007-04-20,2.574,5.25,6.25,8.25
2007-04-21,2.574,5.25,6.25,8.25
2007-04-22,2.574,5.25,6.25,8.25
2007-04-23,2.574,5.23,6.25,8.25
2007-04-24,2.574,5.2,6.25,8.25
2007-04-25,2.574,5.19,6.25,8.25
2007-04-26,2.574,5.24,6.25,8.25
2007-04-27,2.574,5.24,6.25,8.25
2007-04-28,2.574,5.24,6.25,8.25
2007-04-29,2.574,5.24,6.25,8.25
2007-04-30,2.574,5.29,6.25,8.25
2007-05-01,2.691,5.26,6.25,8.25
2007-05-02,2.691,5.21,6.25,8.25
2007-05-03,2.691,5.24,6.25,8.25
2007-05-04,2.691,5.24,6.25,8.25
2007-05-05,2.691,5.24,6.25,8.25
2007-05-06,2.691,5.24,6.25,8.25
2007-05-07,2.691,5.24,6.25,8.25
2007-05-08,2.691,5.21,6.25,8.25
2007-05-09,2.691,5.21,6.25,8.25
2007-05-10,2.691,5.25,6.25,8.25
2007-05-11,2.691,5.27,6.25,8.25
2007-05-12,2.691,5.27,6.25,8.25
2007-05-13,2.691,5.27,6.25,8.25
2007-05-14,2.691,5.26,6.25,8.25
2007-05-15,2.691,5.29,6.25,8.25
2007-05-16,2.691,5.25,6.25,8.25
2007-05-17,2.691,5.25,6.25,8.25
2007-05-18,2.691,5.24,6.25,8.25
2007-05-19,2.691,5.24,6.25,8.25
2007-05-20,2.691,5.24,6.25,8.25
2007-05-21,2.691,5.24,6.25,8.25
2007-05-22,2.691,5.23,6.25,8.25
2007-05-23,2.691,5.25,6.25,8.25
2007-05-24,2.691,5.24,6.25,8.25
2007-05-25,2.691,5.29,6.25,8.25
2007-05-26,2.691,5.29,6.25,8.25
2007-05-27,2.691,5.29,6.25,8.25
2007-05-28,2.691,5.29,6.25,8.25
2007-05-29,2.691,5.29,6.25,8.25
2007-05-30,2.691,5.25,6.25,8.25
2007-05-31,2.691,5.28,6.25,8.25
2007-06-01,2.687,5.23,6.25,8.25
2007-06-02,2.687,5.23,6.25,8.25
2007-06-03,2.687,5.23,6.25,8.25
2007-06-04,2.687,5.24,6.25,8.25
2007-06-05,2.687,5.19,6.25,8.25
2007-06-06,2.687,5.25,6.25,8.25
2007-06-07,2.687,5.25,6.25,8.25
2007-06-08,2.687,5.26,6.25,8.25
2007-06-09,2.687,5.26,6.25,8.25
2007-06-10,2.687,5.26,6.25,8.25
2007-06-11,2.687,5.27,6.25,8.25
2007-06-12,2.687,5.26,6.25,8.25
2007-06-13,2.687,5.26,6.25,8.25
2007-06-14,2.687,5.28,6.25,8.25
2007-06-15,2.687,5.26,6.25,8.25
2007-06-16,2.687,5.26,6.25,8.25
2007-06-17,2.687,5.26,6.25,8.25
2007-06-18,2.687,5.23,6.25,8.25
2007-06-19,2.687,5.21,6.25,8.25
2007-06-20,2.687,5.27,6.25,8.25
2007-06-21,2.687,5.26,6.25,8.25
2007-06-22,2.687,5.24,6.25,8.25
2007-06-23,2.687,5.24,6.25,8.25
2007-06-24,2.687,5.24,6.25,8.25
2007-06-25,2.687,5.29,6.25,8.25
2007-06-26,2.687,5.25,6.25,8.25
2007-06-27,2.687,5.26,6.25,8.25
2007-06-28,2.687,5.26,6.25,8.25
2007-06-29,2.687,5.31,6.25,8.25
2007-06-30,2.687,5.31,6.25,8.25
2007-07-01,2.358,5.31,6.25,8.25
2007-07-02,2.358,5.31,6.25,8.25
2007-07-03,2.358,5.24,6.25,8.25
2007-07-04,2.358,5.24,6.25,8.25
2007-07-05,2.358,5.25,6.25,8.25
2007-07-06,2.358,5.22,6.25,8.25
2007-07-07,2.358,5.22,6.25,8.25
2007-07-08,2.358,5.22,6.25,8.25
2007-07-09,2.358,5.22,6.25,8.25
2007-07-10,2.358,5.24,6.25,8.25
2007-07-11,2.358,5.24,6.25,8.25
2007-07-12,2.358,5.26,6.25,8.25
2007-07-13,2.358,5.25,6.25,8.25
2007-07-14,2.358,5.25,6.25,8.25
2007-07-15,2.358,5.25,6.25,8.25
2007-07-16,2.358,5.32,6.25,8.25
2007-07-17,2.358,5.28,6.25,8.25
2007-07-18,2.358,5.26,6.25,8.25
2007-07-19,2.358,5.25,6.25,8.25
2007-07-20,2.358,5.25,6.25,8.25
2007-07-21,2.358,5.25,6.25,8.25
2007-07-22,2.358,5.25,6.25,8.25
2007-07-23,2.358,5.26,6.25,8.25
2007-07-24,2.358,5.25,6.25,8.25
2007-07-25,2.358,5.32,6.25,8.25
2007-07-26,2.358,5.28,6.25,8.25
2007-07-27,2.358,5.25,6.25,8.25
2007-07-28,2.358,5.25,6.25,8.25
2007-07-29,2.358,5.25,6.25,8.25
2007-07-30,2.358,5.29,6.25,8.25
2007-07-31,2.358,5.28,6.25,8.25
2007-08-01,1.97,5.3,6.25,8.25
2007-08-02,1.97,5.24,6.25,8.25
2007-08-03,1.97,5.24,6.25,8.25
2007-08-04,1.97,5.24,6.25,8.25
2007-08-05,1.97,5.24,6.25,8.25
2007-08-06,1.97,5.26,6.25,8.25
2007-08-07,1.97,5.26,6.25,8.25
2007-08-08,1.97,5.27,6.25,8.25
2007-08-09,1.97,5.41,6.25,8.25
2007-08-10,1.97,4.68,6.25,8.25
2007-08-11,1.97,4.68,6.25,8.25
2007-08-12,1.97,4.68,6.25,8.25
2007-08-13,1.97,4.81,6.25,8.25
2007-08-14,1.97,4.54,6.25,8.25
2007-08-15,1.97,4.71,6.25,8.25
2007-08-16,1.97,4.97,6.25,8.25
2007-08-17,1.97,4.91,5.75,8.25
2007-08-18,1.97,4.91,5.75,8.25
2007-08-19,1.97,4.91,5.75,8.25
2007-08-20,1.97,5.03,5.75,8.25
2007-08-21,1.97,4.89,5.75,8.25
2007-08-22,1.97,4.77,5.75,8.25
2007-08-23,1.97,4.88,5.75,8.25
2007-08-24,1.97,5.11,5.75,8.25
2007-08-25,1.97,5.11,5.75,8.25
2007-08-26,1.97,5.11,5.75,8.25
2007-08-27,1.97,5.27,5.75,8.25
2007-08-28,1.97,5.3,5.75,8.25
2007-08-29,1.97,5.0,5.75,8.25
2007-08-30,1.97,5.0,5.75,8.25
2007-08-31,1.97,4.96,5.75,8.25
2007-09-01,2.755,4.96,5.75,8.25
2007-09-02,2.755,4.96,5.75,8.25
2007-09-03,2.755,4.96,5.75,8.25
2007-09-04,2.755,5.22,5.75,8.25
2007-09-05,2.755,5.18,5.75,8.25
2007-09-06,2.755,4.98,5.75,8.25
2007-09-07,2.755,4.86,5.75,8.25
2007-09-08,2.755,4.86,5.75,8.25
2007-09-09,2.755,4.86,5.75,8.25
2007-09-10,2.755,5.07,5.75,8.25
2007-09-11,2.755,5.06,5.75,8.25
2007-09-12,2.755,5.18,5.75,8.25
2007-09-13,2.755,5.09,5.75,8.25
2007-09-14,2.755,5.25,5.75,8.25
2007-09-15,2.755,5.25,5.75,8.25
2007-09-16,2.755,5.25,5.75,8.25
2007-09-17,2.755,5.33,5.75,8.25
2007-09-18,2.755,4.92,5.25,7.75
2007-09-19,2.755,4.74,5.25,7.75
2007-09-20,2.755,4.77,5.25,7.75
2007-09-21,2.755,4.76,5.25,7.75
2007-09-22,2.755,4.76,5.25,7.75
2007-09-23,2.755,4.76,5.25,7.75
2007-09-24,2.755,4.74,5.25,7.75
2007-09-25,2.755,4.82,5.25,7.75
2007-09-26,2.755,4.88,5.25,7.75
2007-09-27,2.755,4.93,5.25,7.75
2007-09-28,2.755,4.58,5.25,7.75
2007-09-29,2.755,4.58,5.25,7.75
2007-09-30,2.755,4.58,5.25,7.75
2007-10-01,3.536,4.92,5.25,7.75
2007-10-02,3.536,4.78,5.25,7.75
2007-10-03,3.536,4.68,5.25,7.75
2007-10-04,3.536,4.74,5.25,7.75
2007-10-05,3.536,4.77,5.25,7.75
2007-10-06,3.536,4.77,5.25,7.75
2007-10-07,3.536,4.77,5.25,7.75
2007-10-08,3.536,4.77,5.25,7.75
2007-10-09,3.536,4.91,5.25,7.75
2007-10-10,3.536,4.52,5.25,7.75
2007-10-11,3.536,4.75,5.25,7.75
2007-10-12,3.536,4.75,5.25,7.75
2007-10-13,3.536,4.75,5.25,7.75
2007-10-14,3.536,4.75,5.25,7.75
2007-10-15,3.536,4.81,5.25,7.75
2007-10-16,3.536,4.68,5.25,7.75
2007-10-17,3.536,4.7,5.25,7.75
2007-10-18,3.536,4.69,5.25,7.75
2007-10-19,3.536,4.77,5.25,7.75
2007-10-20,3.536,4.77,5.25,7.75
2007-10-21,3.536,4.77,5.25,7.75
2007-10-22,3.536,4.71,5.25,7.75
2007-10-23,3.536,4.67,5.25,7.75
2007-10-24,3.536,4.74,5.25,7.75
2007-10-25,3.536,4.86,5.25,7.75
2007-10-26,3.536,4.8,5.25,7.75
2007-10-27,3.536,4.8,5.25,7.75
2007-10-28,3.536,4.8,5.25,7.75
2007-10-29,3.536,4.84,5.25,7.75
2007-10-30,3.536,4.78,5.25,7.75
2007-10-31,3.536,4.6,5.0,7.5
2007-11-01,4.306,4.59,5.0,7.5
2007-11-02,4.306,4.28,5.0,7.5
2007-11-03,4.306,4.28,5.0,7.5
